intent,response
menu,"Available now: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"At our shop, you’ll find: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our menu features options like Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Check out our drinks: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our café offers: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our café offers: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Here's what you can order: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Come enjoy our drinks: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our café offers: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our menu features options like Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our menu features options like Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Available now: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our café offers: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Check out our drinks: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"At our shop, you’ll find: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"We serve a variety of drinks including Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Available now: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Try something from our selection: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Try something from our selection: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"At our shop, you’ll find: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Try something from our selection: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Come enjoy our drinks: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"At our shop, you’ll find: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Come enjoy our drinks: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Here's what you can order: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our menu features options like Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Here's what you can order: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Here's what you can order: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our menu features options like Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"We proudly serve: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Here's what you can order: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Come enjoy our drinks: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Check out our drinks: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Available now: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our menu features options like Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Available now: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our menu features options like Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Here's what you can order: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"At our shop, you’ll find: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Check out our drinks: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"We proudly serve: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Check out our drinks: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"We serve a variety of drinks including Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"We serve a variety of drinks including Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our café offers: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"We serve a variety of drinks including Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"We proudly serve: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Here's what you can order: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our menu features options like Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Check out our drinks: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Check out our drinks: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"We serve a variety of drinks including Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"At our shop, you’ll find: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"We serve a variety of drinks including Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Here's what you can order: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Try something from our selection: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"We serve a variety of drinks including Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our menu features options like Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"At our shop, you’ll find: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Check out our drinks: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Available now: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Here's what you can order: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Available now: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Here's what you can order: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Check out our drinks: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"We serve a variety of drinks including Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"We proudly serve: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Available now: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Check out our drinks: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Come enjoy our drinks: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"We serve a variety of drinks including Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Here's what you can order: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Available now: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Here's what you can order: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Here's what you can order: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"We proudly serve: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our café offers: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"At our shop, you’ll find: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Try something from our selection: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"At our shop, you’ll find: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Check out our drinks: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Come enjoy our drinks: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"At our shop, you’ll find: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Here's what you can order: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our menu features options like Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Here's what you can order: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"At our shop, you’ll find: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our menu features options like Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Try something from our selection: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our café offers: Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Our menu features options like Americano ($4), Capuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"Here's our menu! We have Coffee options like Americano for $4, Cappuccino for $3, Latte for $4.2, Mocha for $4.5, and White Mocha for $5. For Tea, we offer Black Tea and Chai Tea both for $3, and Green Mint for $3.5. We also have Hot Chocolate for $3 and Matcha Latte for $4.2."
menu,"Welcome to our coffee shop! Our coffee selection includes Americano ($4), Cappuccino ($3), Latte ($4.2), Mocha ($4.5), and White Mocha ($5). We also serve teas - Black Tea, Chai Tea (both $3), and Green Mint ($3.5). Don't forget our Hot Chocolate ($3) and Matcha Latte ($4.2)!"
menu,"Let me show you what we have today. Coffee lovers can choose from Americano, Cappuccino, Latte, Mocha, or White Mocha. Tea options include Black Tea, Chai Tea, and Green Mint. We also serve Hot Chocolate and Matcha Latte."
menu,"Our menu features freshly brewed Americano for $4, creamy Cappuccino for $3, smooth Latte for $4.2, rich Mocha for $4.5, and indulgent White Mocha for $5. Tea selections are Black Tea ($3), Chai Tea ($3), and refreshing Green Mint ($3.5). Plus Hot Chocolate ($3) and Matcha Latte ($4.2)."
menu,"Here's what we're serving today: Americano $4, Cappuccino $3, Latte $4.2, Mocha $4.5, White Mocha $5, Black Tea $3, Chai Tea $3, Green Mint $3.5, Hot Chocolate $3, and Matcha Latte $4.2."
menu,"Our coffee menu includes Americano, Cappuccino, Latte, Mocha, and White Mocha. For tea lovers, we have Black Tea, Chai Tea, and Green Mint. We also offer Hot Chocolate and Matcha Latte. Would you like to know the prices?"
menu,"Take a look at our beverages! Coffee section has Americano ($4), Cappuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5). Tea section offers Black Tea ($3), Chai Tea ($3), Green Mint ($3.5). Other drinks include Hot Chocolate ($3) and Matcha Latte ($4.2)."
menu,"We have a great selection today! Our coffees range from $3 to $5 - Americano, Cappuccino, Latte, Mocha, and White Mocha. Teas are $3 to $3.5 including Black Tea, Chai Tea, and Green Mint. Also available: Hot Chocolate and Matcha Latte."
menu,"Here's our full menu: Coffee - Americano $4, Cappuccino $3, Latte $4.2, Mocha $4.5, White Mocha $5. Tea - Black Tea $3, Chai Tea $3, Green Mint $3.5. Other - Hot Chocolate $3, Matcha Latte $4.2."
menu,"Our specialty drinks include rich Americano, frothy Cappuccino, creamy Latte, chocolatey Mocha, and sweet White Mocha. We also brew Black Tea, spiced Chai Tea, and refreshing Green Mint. Don't miss our Hot Chocolate and Matcha Latte!"
menu,"Would you like to see our menu? We serve Americano for $4, Cappuccino for $3, Latte for $4.2, Mocha for $4.5, White Mocha for $5, Black Tea for $3, Chai Tea for $3, Green Mint for $3.5, Hot Chocolate for $3, and Matcha Latte for $4.2."
menu,"Our beverage selection features premium coffee drinks: Americano, Cappuccino, Latte, Mocha, White Mocha. Premium teas: Black Tea, Chai Tea, Green Mint. Special drinks: Hot Chocolate and Matcha Latte. All made fresh to order!"
menu,"Let me tell you about our drinks. Coffee options are Americano ($4), Cappuccino ($3), Latte ($4.2), Mocha ($4.5), and White Mocha ($5). Tea choices include Black Tea and Chai Tea at $3 each, plus Green Mint at $3.5. We also have Hot Chocolate ($3) and Matcha Latte ($4.2)."
menu,"Here's what we're brewing today! Americano $4, Cappuccino $3, Latte $4.2, Mocha $4.5, White Mocha $5 for coffee. Black Tea $3, Chai Tea $3, Green Mint $3.5 for tea. Plus Hot Chocolate $3 and Matcha Latte $4.2."
menu,"Our menu has something for everyone! Coffee lovers can enjoy Americano, Cappuccino, Latte, Mocha, or White Mocha. Tea enthusiasts have Black Tea, Chai Tea, and Green Mint. We also serve Hot Chocolate and Matcha Latte."
menu,"Check out our drink menu: Americano ($4), Cappuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), Matcha Latte ($4.2)."
menu,"We offer a variety of beverages including five coffee options, three tea selections, plus Hot Chocolate and Matcha Latte. Prices range from $3 to $5. What sounds good to you?"
menu,"Our coffee selection features Americano, Cappuccino, Latte, Mocha, and White Mocha ranging from $3 to $5. Tea options include Black Tea, Chai Tea, and Green Mint from $3 to $3.5. We also have Hot Chocolate and Matcha Latte."
menu,"Here's today's menu! Coffee: Americano $4, Cappuccino $3, Latte $4.2, Mocha $4.5, White Mocha $5. Tea: Black Tea $3, Chai Tea $3, Green Mint $3.5. Other: Hot Chocolate $3, Matcha Latte $4.2."
menu,"Welcome! Our menu includes freshly brewed coffees - Americano, Cappuccino, Latte, Mocha, White Mocha. Premium teas - Black Tea, Chai Tea, Green Mint. Special beverages - Hot Chocolate and Matcha Latte. All made with quality ingredients!"
menu,"Let me walk you through our menu. We have five coffee varieties: Americano ($4), Cappuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5). Three tea options: Black Tea ($3), Chai Tea ($3), Green Mint ($3.5). Plus Hot Chocolate ($3) and Matcha Latte ($4.2)."
menu,"Our beverage menu features: Coffee section with Americano, Cappuccino, Latte, Mocha, White Mocha. Tea section with Black Tea, Chai Tea, Green Mint. Other drinks including Hot Chocolate and Matcha Latte."
menu,"Here's what we have available: Americano $4, Cappuccino $3, Latte $4.2, Mocha $4.5, White Mocha $5, Black Tea $3, Chai Tea $3, Green Mint $3.5, Hot Chocolate $3, Matcha Latte $4.2. What would you like?"
menu,"Our menu offers diverse options! Coffee drinks include Americano, Cappuccino, Latte, Mocha, and White Mocha. Tea selection has Black Tea, Chai Tea, and Green Mint. We also serve Hot Chocolate and Matcha Latte."
menu,"Take a look at our offerings: Premium coffees like Americano ($4), Cappuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5). Quality teas including Black Tea ($3), Chai Tea ($3), Green Mint ($3.5). Plus Hot Chocolate ($3) and Matcha Latte ($4.2)."
menu,"We serve excellent coffee options - Americano, Cappuccino, Latte, Mocha, White Mocha. Great tea choices - Black Tea, Chai Tea, Green Mint. Special drinks - Hot Chocolate and Matcha Latte. All freshly prepared!"
menu,"Here's our complete menu: Coffee beverages are Americano for $4, Cappuccino for $3, Latte for $4.2, Mocha for $4.5, White Mocha for $5. Tea beverages are Black Tea for $3, Chai Tea for $3, Green Mint for $3.5. We also have Hot Chocolate for $3 and Matcha Latte for $4.2."
menu,"Our drink selection includes: Americano ($4), Cappuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5) for coffee. Black Tea ($3), Chai Tea ($3), Green Mint ($3.5) for tea. Hot Chocolate ($3) and Matcha Latte ($4.2) as specialty drinks."
menu,"Let me share our menu with you. We have coffee drinks: Americano, Cappuccino, Latte, Mocha, White Mocha. Tea drinks: Black Tea, Chai Tea, Green Mint. Other beverages: Hot Chocolate, Matcha Latte. Prices range from $3 to $5."
menu,"Welcome to our cafe! We offer Americano ($4), Cappuccino ($3), Latte ($4.2), Mocha ($4.5), White Mocha ($5), Black Tea ($3), Chai Tea ($3), Green Mint ($3.5), Hot Chocolate ($3), and Matcha Latte ($4.2)."
menu,"Our menu features quality beverages including five coffee options, three tea varieties, plus Hot Chocolate and Matcha Latte. Would you like me to go through the specific items and prices?"
menu,"Here's what we're serving: Coffee lovers can choose Americano, Cappuccino, Latte, Mocha, or White Mocha. Tea enthusiasts have Black Tea, Chai Tea, and Green Mint. We also make Hot Chocolate and Matcha Latte."
